# [Parameters]
# Name = 'TSMESH'
# ShotNo = 189129
# SubNo  = 0
# Numfmt = ES13.6
# Date = '08/26/2026 10:09'
#
# DimNo = 2
# DimName = 'Z','R'
# DimSize = 65,65
# DimUnit = 'm','m'
#
# ValNo = 5
# ValName = 'reff ','theta','Br   ','Bz   ','Bphi '
# ValUnit = 'm  ','rad','T  ','T  ','T  '
#
# [Comments]
# Rax = 3.60000
# Bq = 100.000
# Gamma = 1.25380
# Bt = 2.75000
# phiedge = -3.2667143
# avac = 0.63700000
# ExpDate = 2.02404e+07
# Cycle = 25.0000
# t1 = 2.99800
# t2 = 8.69800
# 
# -----rrd_k setup-----
# version          = 5.0
# date             = '08/26/2026 10:09'
# name             = 'TSMESH'
# command          = rrd_k -x 4.44 -W M -d -R
# Output dimension = 3,2
# 
# [Data]
-1.600000E+00,  2.300000E+00,  1.000000E+01,  4.836400E+00, -3.391500E-01, -2.200400E-01, -2.222800E+00
-1.600000E+00,  2.350000E+00,  1.000000E+01,  4.830400E+00, -3.388300E-01, -2.211400E-01, -2.223400E+00
-1.600000E+00,  2.400000E+00,  1.000000E+01,  4.822500E+00, -3.385100E-01, -2.222500E-01, -2.223900E+00
-1.600000E+00,  2.450000E+00,  1.000000E+01,  4.817700E+00, -3.381900E-01, -2.233500E-01, -2.224500E+00
-1.600000E+00,  2.500000E+00,  1.000000E+01,  4.813700E+00, -3.378700E-01, -2.244600E-01, -2.225100E+00
-1.600000E+00,  2.550000E+00,  1.000000E+01,  4.815600E+00, -3.375500E-01, -2.255600E-01, -2.225700E+00
-1.600000E+00,  2.600000E+00,  1.000000E+01,  4.818000E+00, -3.372200E-01, -2.266700E-01, -2.226200E+00
-1.600000E+00,  2.650000E+00,  1.000000E+01,  4.823900E+00, -3.369000E-01, -2.277800E-01, -2.226800E+00
-1.600000E+00,  2.700000E+00,  1.000000E+01,  4.831300E+00, -3.365800E-01, -2.288800E-01, -2.227400E+00
-1.600000E+00,  2.750000E+00,  1.000000E+01,  4.842600E+00, -3.362600E-01, -2.299900E-01, -2.227900E+00
-1.600000E+00,  2.800000E+00,  1.000000E+01,  4.856900E+00, -3.359400E-01, -2.310900E-01, -2.228500E+00
-1.600000E+00,  2.850000E+00,  1.000000E+01,  4.872100E+00, -3.356200E-01, -2.322000E-01, -2.229100E+00
-1.600000E+00,  2.900000E+00,  1.000000E+01,  4.889600E+00, -3.353000E-01, -2.333000E-01, -2.229700E+00
-1.600000E+00,  2.950000E+00,  1.000000E+01,  4.909000E+00, -3.349800E-01, -2.344100E-01, -2.230200E+00
-1.600000E+00,  3.000000E+00,  1.000000E+01,  4.931200E+00, -3.346600E-01, -2.355100E-01, -2.230800E+00
-1.600000E+00,  3.050000E+00,  1.000000E+01,  4.956800E+00, -3.343400E-01, -2.366200E-01, -2.231400E+00
-1.600000E+00,  3.100000E+00,  1.000000E+01,  4.991400E+00, -3.340200E-01, -2.377300E-01, -2.231900E+00
-1.600000E+00,  3.150000E+00,  1.000000E+01,  5.026200E+00, -3.337000E-01, -2.388300E-01, -2.232500E+00
-1.600000E+00,  3.200000E+00,  1.000000E+01,  5.067500E+00, -3.333700E-01, -2.399400E-01, -2.233100E+00
-1.600000E+00,  3.250000E+00,  1.000000E+01,  5.121900E+00, -3.330500E-01, -2.410400E-01, -2.233700E+00
-1.600000E+00,  3.300000E+00,  1.000000E+01,  5.182900E+00, -3.327300E-01, -2.421500E-01, -2.234200E+00
-1.600000E+00,  3.350000E+00,  1.000000E+01,  5.304500E+00, -3.324100E-01, -2.432500E-01, -2.234800E+00
-1.600000E+00,  3.400000E+00,  1.000000E+01,  5.432000E+00, -3.320900E-01, -2.443600E-01, -2.235400E+00
-1.600000E+00,  3.450000E+00,  1.000000E+01,  5.596200E+00, -3.317700E-01, -2.454700E-01, -2.235900E+00
-1.600000E+00,  3.500000E+00,  1.000000E+01,  5.845100E+00, -3.314500E-01, -2.465700E-01, -2.236500E+00
-1.600000E+00,  3.550000E+00,  1.000000E+01,  6.267900E+00, -3.311300E-01, -2.476800E-01, -2.237100E+00
-1.600000E+00,  3.600000E+00,  1.000000E+01,  6.046700E-01, -3.308100E-01, -2.487800E-01, -2.237700E+00
-1.600000E+00,  3.650000E+00, -1.000000E+01,  2.790600E+00, -3.304900E-01, -2.498900E-01, -2.238200E+00
-1.600000E+00,  3.700000E+00, -1.000000E+01,  2.078200E+00, -3.301700E-01, -2.509900E-01, -2.238800E+00
-1.600000E+00,  3.750000E+00,  1.000000E+01,  7.970600E-01, -3.298500E-01, -2.521000E-01, -2.239400E+00
