#[Parameters]
# Name = 'lhdcxs9a_prep'
# ShotNo = '189129'
# Date = '07/18/2025 11:28'
#
# DimNo = 1
# DimName = 'stripe'
# DimSize = 12
# DimUnit = 'a.u.'
#
# ValNo = 26
# ValName = 'Signl','GroupNo','PortNo','BGNo','N1','N2','Binning','TrnsCoe','FiberNo','Y','Aberrtion','filter_m0','filter_m1','filter_m2','filter_m3','filter_m4','filter_m5','R','dir','s-beam','m-beam','phi','thetaUL','thetaU','thetaL','type'
# ValUnit = '.','.','.','.','.','.','.','.','.','mm','px','.','.','nm','nm','nm','nm','m','.','.','.','deg','deg','deg','deg','.'
#[Comments]
# phi = angle between direction of the type and the line of sight
# theta = angle between direction of the beam and the line of sight
#
# FilterFuction = m0+m1*exp(-1*(x-m2)^2/m3^2)+m4*exp(-1*(x-m5)^2/m3^2)
#
# type_UNKNOWN = 0
# type_POLOIDAL = 1
# type_TOROIDAL = 2
#
#[Data]
1,1,9,94,1,12,12,1,1,22,-1.32,0.46334,1,0,528.508,0.803061,0,529.567,3.6083,1,2,0,23.2551,113.255,90,90,2
2,1,9,88,2,12,12,1,1,23,-1.08,0.32274,1,0,528.511,0.943226,0,529.45,3.67241,1,2,0,23.6935,113.694,90,90,2
3,1,9,82,3,12,12,1,1,24,-0.84,0.20724,1,0,528.513,0.8106,0,529.574,3.73703,1,2,0,24.1354,114.135,90,90,2
4,1,9,76,4,12,12,1,1,25,-0.6,0.11685,1,0,528.511,0.802066,0,529.569,3.80216,1,2,0,24.5807,114.581,90,90,2
5,1,9,67,5,12,12,1,1,26,-0.36,0.051558,1,0,528.54,0.800931,0,529.594,3.90081,1,2,0,25.2553,115.255,90,90,2
6,1,9,58,6,12,12,1,1,27,-0.12,0.011377,1,0,528.588,0.780121,0,529.644,4.00065,1,2,0,25.938,115.938,90,90,2
7,1,9,49,7,12,12,1,1,28,0.12,-0.0036984,1,0,528.602,0.773393,0,529.659,4.10169,1,2,0,26.6288,116.629,90,90,2
8,1,9,40,8,12,12,1,1,29,0.36,0.0063325,1,0,528.462,0.84776,0,529.523,4.20395,1,2,0,27.3281,117.328,90,90,2
9,1,9,31,9,12,12,1,1,30,0.6,0.04147,1,0,528.486,0.835844,0,529.549,4.30746,1,2,0,28.0359,118.036,90,90,2
10,1,9,22,10,12,12,1,1,31,0.84,0.10171,1,0,528.462,0.84776,0,529.523,4.41224,1,2,0,28.7523,118.752,90,90,2
11,1,9,16,11,12,12,1,1,32,1.08,0.18706,1,0,528.486,0.835844,0,529.549,4.48281,1,2,0,29.2348,119.235,90,90,2
12,1,9,10,12,12,12,1,1,33,1.32,0.29752,1,0,528.462,0.84776,0,529.523,4.55396,1,2,0,29.7214,119.721,90,90,2
