# [Parameters]
# Name = 'lhdcxs9a_img'
# ShotNo = '189129'
# SubNo  = 0
# Numfmt = ES13.6
# Date = '07/18/2025 17:11'
#
# DimNo = 1
# DimName = 'xpix'
# DimSize = 128
# DimUnit = 'px'
#
# ValNo = 12
# ValName = 'stripe1 ','stripe2 ','stripe3 ','stripe4 ','stripe5 ','stripe6 ','stripe7 ','stripe8 ','stripe9 ','stripe10','stripe11','stripe12'
# ValUnit = 'count','count','count','count','count','count','count','count','count','count','count','count'
#
# [Comments]
# SubShotno = 000
# ShotList = '189129'
# MultiShot = 1
# WO_Ang = 5290.0000
# Slit_MM = 0.4000
# Start_Sec = 3.2050
# Interval_Sec = 0.0050
# Exposure_Sec = 0.0050
# ExposureDelay_Sec = 0.0000
# HardsetFile  = None
# FibersetFile = lhdcxs9a_fiberset_12stripe@169634.txt
# CCDsetFile = lhdcxs9_ccdset_normal.txt
# Elec_per_Count = 4.98
# Readoutnoise_elec = 16.50
# Darkcharge_elec = 3.00
# pix_pitch_mm = 0.048
# pix_center = 67.70930
# numofbin = 16.0000
# CCDoffset_count = 300.0000
# focallength_mm = 400.0000
# grating_num = 2160.0000
# grating_gamma = 20.0000
# avaration_coef = -0.5000
# tilt_rad = 0.0000
# Inst_mm = 0.483
# convolution_factor = 1.0000
# ERROR_ADCZEROPIXEL = 0.0000
# CCDsetgain = 20
# EMRealGain = 1.000000
# PreAmpGain = 4.500000
# CCDmaxcnt = 16383.000000
# EMPrm0 = 99.570000
# EMPrm1 = 31.566000
# EMPrm2 = -0.037173
# EMPrm3 = 0.000000
# EMPrm4 = 0.000000
# EMValue0 = 15.000000
# SystemTrans = 0.320000
# Sccd = 9.36e+006
# Mb1 = 1.000000
# Mb2 = 1.000000
# Mb3 = 1.000000
# Mb4 = 2.000000
# Mb5 = 2.000000
# B0 = 2.7500
# Bax = 3.6000
# Bq = 100.0000
# Bgamma = 1.2538
# imgStartFrame = 1
# imgStopFrame = 400
# 
# -----quar_k setup-----
# version          = 5.0
# date             = '07/18/2025 17:11'
# name             = 'lhdcxs9a_img'
# command          = quar_k -x 4.4025:4.4725 -$ 1
# -----quarry-----
# 
# -----proc_k setup-----
# version          = 5.0
# date             = '07/18/2025 17:11'
# name             = 'lhdcxs9a_img'
# command          = proc_k -e vA=vA-VA -I lhdcxs9a_img_bg@189129_t4.44s.dat
# equation = vA=vA-VA
# 
# -----proc_k setup-----
# version          = 5.0
# date             = '07/18/2025 17:11'
# name             = 'lhdcxs9a_img'
# command          = proc_k -e vA=vA*V1/100. -I ../data_calib_189129/lhdcxs9_lhdcxs7_density_itp_lfit_coef@189129_t4.44s.dat
# equation = vA=vA*V1/100.
# 
# [Data]
 1.000000E+00,  4.995652E-04, -1.027106E-03,  3.050678E-04,  8.772364E-04, -1.365478E-03,  6.108017E-04,  1.515348E-03,  2.842193E-03,  1.665217E-04,  7.826521E-04, -1.027106E-03,  1.448739E-03
 2.000000E+00, -1.160323E-03, -6.607582E-04, -5.661739E-04, -2.425888E-03, -9.378504E-04,  2.314652E-03,  5.495217E-04,  5.941495E-04,  2.708975E-03,  6.344478E-03, -4.957019E-03,  1.986937E-03
 3.000000E+00,  4.334894E-03, -7.160434E-04,  2.126149E-03, -1.226932E-03, -1.926323E-03, -6.993912E-04,  3.158584E-03, -2.647695E-03, -5.262087E-03,  4.146391E-03,  5.715026E-04,  5.683720E-03
 4.000000E+00, -1.354155E-03,  1.087720E-03,  1.176976E-03,  6.547634E-04, -4.329565E-04,  2.076193E-03, -1.426758E-03,  4.051807E-03,  4.351546E-03, -1.310193E-03, -2.797565E-03,  6.277869E-03
 5.000000E+00,  2.198087E-05, -8.545895E-04, -9.878069E-04,  3.530261E-03, -8.938886E-04,  5.167502E-03, -4.468111E-03,  2.808888E-03, -4.942365E-04,  7.415545E-03, -1.737155E-03,  2.575758E-03
 6.000000E+00, -4.584676E-03,  2.319981E-03,  2.153459E-03, -4.562695E-03, -9.938017E-04,  1.603937E-03, -7.804540E-03,  5.162173E-04,  1.326845E-03,  1.282217E-03, -5.994782E-04,  7.088497E-03
 7.000000E+00,  2.397913E-03,  1.426758E-03,  2.777582E-04,  8.154236E-03,  3.918589E-03,  5.545173E-03, -5.173497E-03,  1.859715E-03,  1.820415E-03,  3.047348E-03,  2.736285E-03, -3.163913E-04
 8.000000E+00,  4.762521E-03,  3.824671E-03,  4.109756E-04, -3.508280E-03,  1.304198E-03,  6.915980E-03,  1.437416E-03, -3.550243E-04, -6.732806E-03, -1.215609E-03,  3.913261E-03,  9.991303E-04
 9.000000E+00,  1.332174E-04,  4.995652E-04, -3.050678E-04, -8.559217E-03, -5.695043E-03, -7.743260E-03, -3.901937E-03,  4.657280E-03,  3.335763E-03,  7.332285E-03,  1.404111E-03, -3.302459E-03
 1.000000E+01,  6.993912E-04, -1.753807E-03,  3.383721E-04,  6.149980E-03,  4.829130E-03, -1.626584E-03, -9.491738E-04,  7.160434E-03,  2.203415E-03,  2.697652E-03, -1.260236E-03,  7.160434E-03
 1.100000E+01, -3.741410E-03,  2.792236E-03,  6.355801E-03, -2.092845E-03,  3.225193E-03, -1.115696E-03,  5.056932E-03,  2.559106E-03, -5.128869E-03,  1.631913E-03, -3.768720E-03, -1.237589E-03
